都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,種別,住所,方書,lat,lng,title,状況
262013,,京都府,福知山市,防火水槽,,,35.21137913,135.2332794,細見防火水槽74,埋設
262013,,京都府,福知山市,防火水槽,,,35.21869007,135.2339492,細見防火水槽75,埋設
262013,,京都府,福知山市,防火水槽,,,35.22290294,135.2355565,細見防火水槽76,埋設
262013,,京都府,福知山市,防火水槽,,,35.18489296,135.1948006,細見防火水槽77,埋設
262013,,京都府,福知山市,防火水槽,,,35.21577315,135.2331235,細見防火水槽78,埋設
262013,,京都府,福知山市,防火水槽,,,35.24205335,135.2237381,細見防火水槽79,埋設
262013,,京都府,福知山市,防火水槽,,,35.21693461,135.2304815,細見防火水槽80,埋設
262013,,京都府,福知山市,防火水槽,,,35.23984988,135.2192664,細見防火水槽81,埋設
262013,,京都府,福知山市,防火水槽,,,35.23866257,135.2189837,細見防火水槽1,無蓋
262013,,京都府,福知山市,防火水槽,,,35.23612571,135.2186993,細見防火水槽2,無蓋
262013,,京都府,福知山市,防火水槽,,,35.23239775,135.2217188,細見防火水槽3,無蓋
262013,,京都府,福知山市,防火水槽,,,35.23149389,135.2247131,細見防火水槽4,無蓋
262013,,京都府,福知山市,防火水槽,,,35.22789104,135.2266398,細見防火水槽5,無蓋
262013,,京都府,福知山市,防火水槽,,,35.22732103,135.2254227,細見防火水槽8,無蓋
262013,,京都府,福知山市,防火水槽,,,35.22449736,135.225669,細見防火水槽9,無蓋
262013,,京都府,福知山市,防火水槽,,,35.23472386,135.2250985,細見防火水槽11,無蓋
